"from","to","m","km","miles","seconds","minutes","hours","long","lat","minutes_discrete","city"
"38B Mona Rd, Darling Point NSW 2027, Australia","483 George St, Sydney NSW 2000, Australia",3214,3.214,1.9971796,1234,20.5666666666667,0.342777777777778,151.2341157,-33.8751575,"(20,25]","Sydney"
"53 Ocean Ave, Double Bay NSW 2028, Australia","483 George St, Sydney NSW 2000, Australia",4327,4.327,2.6887978,1090,18.1666666666667,0.302777777777778,151.2391157,-33.8751575,"(15,20]","Sydney"
"18 William St, Double Bay NSW 2028, Australia","483 George St, Sydney NSW 2000, Australia",4456,4.456,2.7689584,1759,29.3166666666667,0.488611111111111,151.2441157,-33.8751575,"(25,30]","Sydney"
"1 Ginahgulla Rd, Bellevue Hill NSW 2023, Australia","483 George St, Sydney NSW 2000, Australia",4629,4.629,2.8764606,1697,28.2833333333333,0.471388888888889,151.2491157,-33.8751575,"(25,30]","Sydney"
"29-53 Victoria Rd, Bellevue Hill NSW 2023, Australia","483 George St, Sydney NSW 2000, Australia",6005,6.005,3.731507,1603,26.7166666666667,0.445277777777778,151.2541157,-33.8751575,"(25,30]","Sydney"
"27 Balfour Rd, Rose Bay NSW 2029, Australia","483 George St, Sydney NSW 2000, Australia",7421,7.421,4.6114094,1888,31.4666666666667,0.524444444444444,151.2591157,-33.8751575,"(30,35]","Sydney"
"6A Kent Rd, Rose Bay NSW 2029, Australia","483 George St, Sydney NSW 2000, Australia",6750,6.75,4.19445,2307,38.45,0.640833333333333,151.2641157,-33.8751575,"(35,40]","Sydney"
"66 Newcastle St, Rose Bay NSW 2029, Australia","483 George St, Sydney NSW 2000, Australia",9479,9.479,5.8902506,2314,38.5666666666667,0.642777777777778,151.2691157,-33.8751575,"(35,40]","Sydney"
"14 Liverpool St, Rose Bay NSW 2029, Australia","483 George St, Sydney NSW 2000, Australia",9631,9.631,5.9847034,2282,38.0333333333333,0.633888888888889,151.2741157,-33.8751575,"(35,40]","Sydney"
"20 Minnesota Ave, Five Dock NSW 2046, Australia","483 George St, Sydney NSW 2000, Australia",9939,9.939,6.1760946,2429,40.4833333333333,0.674722222222222,151.1341157,-33.8701575,"(40,45]","Sydney"
"Timbrell Park, Henley Marine Dr, Five Dock NSW 2046, Australia","483 George St, Sydney NSW 2000, Australia",10256,10.256,6.3730784,2682,44.7,0.745,151.1391157,-33.8701575,"(40,45]","Sydney"
"70 Boomerang St, Haberfield NSW 2045, Australia","483 George St, Sydney NSW 2000, Australia",9798,9.798,6.0884772,3457,57.6166666666667,0.960277777777778,151.1441157,-33.8701575,"(55,60]","Sydney"
"15 Dobroyd Parade, Haberfield NSW 2045, Australia","483 George St, Sydney NSW 2000, Australia",9013,9.013,5.6006782,2727,45.45,0.7575,151.1491157,-33.8701575,"(45,50]","Sydney"
"58 Mary St, Lilyfield NSW 2040, Australia","483 George St, Sydney NSW 2000, Australia",6273,6.273,3.8980422,2581,43.0166666666667,0.716944444444444,151.1541157,-33.8701575,"(40,45]","Sydney"
"3 Wharf Rd, Lilyfield NSW 2040, Australia","483 George St, Sydney NSW 2000, Australia",5723,5.723,3.5562722,2375,39.5833333333333,0.659722222222222,151.1591157,-33.8701575,"(35,40]","Sydney"
"11A O'Neill St, Lilyfield NSW 2040, Australia","483 George St, Sydney NSW 2000, Australia",5370,5.37,3.336918,1390,23.1666666666667,0.386111111111111,151.1641157,-33.8701575,"(20,25]","Sydney"
"25 Foucart St, Rozelle NSW 2039, Australia","483 George St, Sydney NSW 2000, Australia",4457,4.457,2.7695798,1445,24.0833333333333,0.401388888888889,151.1691157,-33.8701575,"(20,25]","Sydney"
"1 James Craig Rd, Rozelle NSW 2039, Australia","483 George St, Sydney NSW 2000, Australia",3997,3.997,2.4837358,1127,18.7833333333333,0.313055555555556,151.1741157,-33.8701575,"(15,20]","Sydney"
"2 James Craig Rd, Rozelle NSW 2039, Australia","483 George St, Sydney NSW 2000, Australia",3961,3.961,2.4613654,1112,18.5333333333333,0.308888888888889,151.1791157,-33.8701575,"(15,20]","Sydney"
"55 Leichhardt St, Glebe NSW 2037, Australia","483 George St, Sydney NSW 2000, Australia",4782,4.782,2.9715348,1954,32.5666666666667,0.542777777777778,151.1841157,-33.8701575,"(30,35]","Sydney"
"Pedestrian and Cycling Access Ramp - Anzac Bridge, 20 Bank St, Pyrmont NSW 2009, Australia","483 George St, Sydney NSW 2000, Australia",3789,3.789,2.3544846,1632,27.2,0.453333333333333,151.1891157,-33.8701575,"(25,30]","Sydney"
"153 Harris St, Pyrmont NSW 2009, Australia","483 George St, Sydney NSW 2000, Australia",2675,2.675,1.662245,1290,21.5,0.358333333333333,151.1941157,-33.8701575,"(20,25]","Sydney"
"2 Murray St, Sydney NSW 2000, Australia","483 George St, Sydney NSW 2000, Australia",1433,1.433,0.8904662,1102,18.3666666666667,0.306111111111111,151.1991157,-33.8701575,"(15,20]","Sydney"
"383 Kent St, Sydney NSW 2000, Australia","483 George St, Sydney NSW 2000, Australia",523,0.523,0.3249922,413,6.88333333333333,0.114722222222222,151.2041157,-33.8701575,"(5,10]","Sydney"
"Pitt St Mall and, Market St, Sydney NSW 2000, Australia","483 George St, Sydney NSW 2000, Australia",391,0.391,0.2429674,316,5.26666666666667,0.0877777777777778,151.2091157,-33.8701575,"(5,10]","Sydney"
"1A Prince Albert Rd, Sydney NSW 2000, Australia","483 George St, Sydney NSW 2000, Australia",1512,1.512,0.9395568,548,9.13333333333333,0.152222222222222,151.2141157,-33.8701575,"(5,10]","Sydney"
"24 Bourke St, Woolloomooloo NSW 2011, Australia","483 George St, Sydney NSW 2000, Australia",2129,2.129,1.3229606,831,13.85,0.230833333333333,151.2191157,-33.8701575,"(10,15]","Sydney"
"1A Challis Ave, Potts Point NSW 2011, Australia","483 George St, Sydney NSW 2000, Australia",3482,3.482,2.1637148,1081,18.0166666666667,0.300277777777778,151.2241157,-33.8701575,"(15,20]","Sydney"
"15 Esplanade, Elizabeth Bay NSW 2011, Australia","483 George St, Sydney NSW 2000, Australia",3291,3.291,2.0450274,1204,20.0666666666667,0.334444444444444,151.2291157,-33.8701575,"(20,25]","Sydney"
"1D New Beach Rd, Darling Point NSW 2027, Australia","483 George St, Sydney NSW 2000, Australia",3534,3.534,2.1960276,1623,27.05,0.450833333333333,151.2341157,-33.8701575,"(25,30]","Sydney"
"29 Etham Ave, Darling Point NSW 2027, Australia","483 George St, Sydney NSW 2000, Australia",5035,5.035,3.128749,1512,25.2,0.42,151.2391157,-33.8701575,"(25,30]","Sydney"
"Unit 81/11 Sutherland Cres, Darling Point NSW 2027, Australia","483 George St, Sydney NSW 2000, Australia",5328,5.328,3.3108192,1365,22.75,0.379166666666667,151.2441157,-33.8701575,"(20,25]","Sydney"
"4-5 Buckhurst Ave, Point Piper NSW 2027, Australia","483 George St, Sydney NSW 2000, Australia",5161,5.161,3.2070454,1740,29,0.483333333333333,151.2491157,-33.8701575,"(25,30]","Sydney"
"Rose Bay Park, 592B New South Head Rd, Rose Bay NSW 2029, Australia","483 George St, Sydney NSW 2000, Australia",5309,5.309,3.2990126,1872,31.2,0.52,151.2541157,-33.8701575,"(30,35]","Sydney"
"629 New South Head Rd, Rose Bay NSW 2029, Australia","483 George St, Sydney NSW 2000, Australia",5797,5.797,3.6022558,1910,31.8333333333333,0.530555555555556,151.2591157,-33.8701575,"(30,35]","Sydney"
"9 Vickery Ave, Rose Bay NSW 2029, Australia","483 George St, Sydney NSW 2000, Australia",6730,6.73,4.182022,2466,41.1,0.685,151.2641157,-33.8701575,"(40,45]","Sydney"
"690 New South Head Rd, Rose Bay NSW 2029, Australia","483 George St, Sydney NSW 2000, Australia",6920,6.92,4.300088,2417,40.2833333333333,0.671388888888889,151.2691157,-33.8701575,"(40,45]","Sydney"
"26 Spencer St, Rose Bay NSW 2029, Australia","483 George St, Sydney NSW 2000, Australia",7570,7.57,4.703998,2751,45.85,0.764166666666667,151.2741157,-33.8701575,"(45,50]","Sydney"
"37 Barnstaple Rd, Five Dock NSW 2046, Australia","483 George St, Sydney NSW 2000, Australia",10734,10.734,6.6701076,2812,46.8666666666667,0.781111111111111,151.1341157,-33.8651575,"(45,50]","Sydney"
"19 Noble St, Rodd Point NSW 2046, Australia","483 George St, Sydney NSW 2000, Australia",9638,9.638,5.9890532,2621,43.6833333333333,0.728055555555556,151.1391157,-33.8651575,"(40,45]","Sydney"
"18 Nield Ave, Rodd Point NSW 2046, Australia","483 George St, Sydney NSW 2000, Australia",8809,8.809,5.4739126,2352,39.2,0.653333333333333,151.1441157,-33.8651575,"(35,40]","Sydney"
"86P Henley Marine Dr, Rodd Point NSW 2046, Australia","483 George St, Sydney NSW 2000, Australia",8967,8.967,5.5720938,2444,40.7333333333333,0.678888888888889,151.1491157,-33.8651575,"(40,45]","Sydney"
"62 Glover St, Lilyfield NSW 2040, Australia","483 George St, Sydney NSW 2000, Australia",6027,6.027,3.7451778,2130,35.5,0.591666666666667,151.1541157,-33.8651575,"(35,40]","Sydney"
"Callan Park, Balmain Rd, Lilyfield NSW 2040, Australia","483 George St, Sydney NSW 2000, Australia",5651,5.651,3.5115314,1830,30.5,0.508333333333333,151.1591157,-33.8651575,"(30,35]","Sydney"
"North Cres, Lilyfield NSW 2040, Australia","483 George St, Sydney NSW 2000, Australia",4969,4.969,3.0877366,1538,25.6333333333333,0.427222222222222,151.1641157,-33.8651575,"(25,30]","Sydney"
"10 Red Lion St, Rozelle NSW 2039, Australia","483 George St, Sydney NSW 2000, Australia",4452,4.452,2.7664728,1126,18.7666666666667,0.312777777777778,151.1691157,-33.8651575,"(15,20]","Sydney"
"6 Brent St, Rozelle NSW 2039, Australia","483 George St, Sydney NSW 2000, Australia",3899,3.899,2.4228386,1025,17.0833333333333,0.284722222222222,151.1741157,-33.8651575,"(15,20]","Sydney"
"54 Robert St, Rozelle NSW 2039, Australia","483 George St, Sydney NSW 2000, Australia",4009,4.009,2.4911926,1111,18.5166666666667,0.308611111111111,151.1791157,-33.8651575,"(15,20]","Sydney"
"Sommerville Rd, Rozelle NSW 2039, Australia","483 George St, Sydney NSW 2000, Australia",4474,4.474,2.7801436,1585,26.4166666666667,0.440277777777778,151.1841157,-33.8651575,"(25,30]","Sydney"
"Regatta Wharf, Pyrmont NSW 2009, Australia","483 George St, Sydney NSW 2000, Australia",3254,3.254,2.0220356,1545,25.75,0.429166666666667,151.1891157,-33.8651575,"(25,30]","Sydney"
"34A Pirrama Rd, Pyrmont NSW 2009, Australia","483 George St, Sydney NSW 2000, Australia",3706,3.706,2.3029084,1579,26.3166666666667,0.438611111111111,151.1941157,-33.8651575,"(25,30]","Sydney"
"54 Pirrama Rd, Pyrmont NSW 2009, Australia","483 George St, Sydney NSW 2000, Australia",1701,1.701,1.0570014,1283,21.3833333333333,0.356388888888889,151.1991157,-33.8651575,"(20,25]","Sydney"
"231 Kent St, Sydney NSW 2000, Australia","483 George St, Sydney NSW 2000, Australia",1240,1.24,0.770536,403,6.71666666666667,0.111944444444444,151.2041157,-33.8651575,"(5,10]","Sydney"
"27 O'Connell St, Sydney NSW 2000, Australia","483 George St, Sydney NSW 2000, Australia",1348,1.348,0.8376472,549,9.15,0.1525,151.2091157,-33.8651575,"(5,10]","Sydney"
"Eastern Distributor, Sydney NSW 2000, Australia","483 George St, Sydney NSW 2000, Australia",1214,1.214,0.7543796,512,8.53333333333333,0.142222222222222,151.2141157,-33.8651575,"(5,10]","Sydney"
"Royal Botanic Garden, Mrs Macquaries Rd, Sydney NSW 2000, Australia","483 George St, Sydney NSW 2000, Australia",2334,2.334,1.4503476,613,10.2166666666667,0.170277777777778,151.2191157,-33.8651575,"(10,15]","Sydney"
"Unit 1/1A Wylde St, Potts Point NSW 2011, Australia","483 George St, Sydney NSW 2000, Australia",2766,2.766,1.7187924,1000,16.6666666666667,0.277777777777778,151.2241157,-33.8651575,"(15,20]","Sydney"
"1000 Wylde St, Potts Point NSW 2011, Australia","483 George St, Sydney NSW 2000, Australia",3512,3.512,2.1823568,1621,27.0166666666667,0.450277777777778,151.2291157,-33.8651575,"(25,30]","Sydney"
"80 New Beach Rd, Darling Point NSW 2027, Australia","483 George St, Sydney NSW 2000, Australia",6213,6.213,3.8607582,1672,27.8666666666667,0.464444444444444,151.2341157,-33.8651575,"(25,30]","Sydney"
"5 Lindsay Ave, Darling Point NSW 2027, Australia","483 George St, Sydney NSW 2000, Australia",5678,5.678,3.5283092,1550,25.8333333333333,0.430555555555556,151.2391157,-33.8651575,"(25,30]","Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2441157,-33.8651575,NA,"Sydney"
"106 Wolseley Rd, Point Piper NSW 2027, Australia","483 George St, Sydney NSW 2000, Australia",5732,5.732,3.5618648,2167,36.1166666666667,0.601944444444444,151.2491157,-33.8651575,"(35,40]","Sydney"
"16 Longworth Ave, Point Piper NSW 2027, Australia","483 George St, Sydney NSW 2000, Australia",5797,5.797,3.6022558,2224,37.0666666666667,0.617777777777778,151.2541157,-33.8651575,"(35,40]","Sydney"
"55 Wunulla Rd, Point Piper NSW 2027, Australia","483 George St, Sydney NSW 2000, Australia",5945,5.945,3.694223,2542,42.3666666666667,0.706111111111111,151.2591157,-33.8651575,"(40,45]","Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2641157,-33.8651575,NA,"Sydney"
"20A Tivoli Ave, Rose Bay NSW 2029, Australia","483 George St, Sydney NSW 2000, Australia",7647,7.647,4.7518458,2698,44.9666666666667,0.749444444444444,151.2691157,-33.8651575,"(40,45]","Sydney"
"46 Chamberlain Ave, Rose Bay NSW 2029, Australia","483 George St, Sydney NSW 2000, Australia",7913,7.913,4.9171382,2681,44.6833333333333,0.744722222222222,151.2741157,-33.8651575,"(40,45]","Sydney"
"33 Pine Ave, Five Dock NSW 2046, Australia","483 George St, Sydney NSW 2000, Australia",8935,8.935,5.552209,2485,41.4166666666667,0.690277777777778,151.1341157,-33.8601575,"(40,45]","Sydney"
"15 Clare Cres, Russell Lea NSW 2046, Australia","483 George St, Sydney NSW 2000, Australia",8670,8.67,5.387538,2418,40.3,0.671666666666667,151.1391157,-33.8601575,"(40,45]","Sydney"
"30 Undine St, Russell Lea NSW 2046, Australia","483 George St, Sydney NSW 2000, Australia",7898,7.898,4.9078172,2245,37.4166666666667,0.623611111111111,151.1441157,-33.8601575,"(35,40]","Sydney"
"Unit 4/12 Clements St, Drummoyne NSW 2047, Australia","483 George St, Sydney NSW 2000, Australia",7967,7.967,4.9506938,2298,38.3,0.638333333333333,151.1491157,-33.8601575,"(35,40]","Sydney"
"129 Henley Marine Dr, Drummoyne NSW 2047, Australia","483 George St, Sydney NSW 2000, Australia",6483,6.483,4.0285362,1935,32.25,0.5375,151.1541157,-33.8601575,"(30,35]","Sydney"
"1p Henley Marine Dr, Drummoyne NSW 2047, Australia","483 George St, Sydney NSW 2000, Australia",5708,5.708,3.5469512,1435,23.9166666666667,0.398611111111111,151.1591157,-33.8601575,"(20,25]","Sydney"
"30-32 Warayama Pl, Rozelle NSW 2039, Australia","483 George St, Sydney NSW 2000, Australia",4894,4.894,3.0411316,1289,21.4833333333333,0.358055555555556,151.1641157,-33.8601575,"(20,25]","Sydney"
"9 Waragal Ave, Rozelle NSW 2039, Australia","483 George St, Sydney NSW 2000, Australia",4945,4.945,3.072823,1198,19.9666666666667,0.332777777777778,151.1691157,-33.8601575,"(15,20]","Sydney"
"13 Evans St, Balmain NSW 2041, Australia","483 George St, Sydney NSW 2000, Australia",4692,4.692,2.9156088,1336,22.2666666666667,0.371111111111111,151.1741157,-33.8601575,"(20,25]","Sydney"
"23 Wortley St, Balmain NSW 2041, Australia","483 George St, Sydney NSW 2000, Australia",5484,5.484,3.4077576,1625,27.0833333333333,0.451388888888889,151.1791157,-33.8601575,"(25,30]","Sydney"
"19 Donnelly St, Balmain NSW 2041, Australia","483 George St, Sydney NSW 2000, Australia",6655,6.655,4.135417,2087,34.7833333333333,0.579722222222222,151.1841157,-33.8601575,"(30,35]","Sydney"
"10 Grafton St, Balmain NSW 2041, Australia","483 George St, Sydney NSW 2000, Australia",7062,7.062,4.3883268,1815,30.25,0.504166666666667,151.1891157,-33.8601575,"(30,35]","Sydney"
"22 Union St, Balmain East NSW 2041, Australia","483 George St, Sydney NSW 2000, Australia",7437,7.437,4.6213518,1943,32.3833333333333,0.539722222222222,151.1941157,-33.8601575,"(30,35]","Sydney"
"47 Hickson Rd, Barangaroo NSW 2000, Australia","483 George St, Sydney NSW 2000, Australia",1766,1.766,1.0973924,872,14.5333333333333,0.242222222222222,151.1991157,-33.8601575,"(10,15]","Sydney"
"80 Kent St, Millers Point NSW 2000, Australia","483 George St, Sydney NSW 2000, Australia",1760,1.76,1.093664,779,12.9833333333333,0.216388888888889,151.2041157,-33.8601575,"(10,15]","Sydney"
"140 George St, The Rocks NSW 2000, Australia","483 George St, Sydney NSW 2000, Australia",2281,2.281,1.4174134,576,9.6,0.16,151.2091157,-33.8601575,"(5,10]","Sydney"
"2C Macquarie St, Sydney NSW 2000, Australia","483 George St, Sydney NSW 2000, Australia",2368,2.368,1.4714752,660,11,0.183333333333333,151.2141157,-33.8601575,"(10,15]","Sydney"
"Unnamed Road, Sydney NSW 2000, Australia","483 George St, Sydney NSW 2000, Australia",1534,1.534,0.9532276,655,10.9166666666667,0.181944444444444,151.2191157,-33.8601575,"(10,15]","Sydney"
"1d Mrs Macquaries Rd, Sydney NSW 2000, Australia","483 George St, Sydney NSW 2000, Australia",2608,2.608,1.6206112,1393,23.2166666666667,0.386944444444444,151.2241157,-33.8601575,"(20,25]","Sydney"
"Unnamed Road, Potts Point NSW 2011, Australia","483 George St, Sydney NSW 2000, Australia",2493,2.493,1.5491502,501,8.35,0.139166666666667,151.2291157,-33.8601575,"(5,10]","Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2341157,-33.8601575,NA,"Sydney"
"Unnamed Road, New South Wales, Australia","483 George St, Sydney NSW 2000, Australia",75999,75.999,47.2257786,8232,137.2,2.28666666666667,151.2391157,-33.8601575,NA,"Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2441157,-33.8601575,NA,"Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2491157,-33.8601575,NA,"Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2541157,-33.8601575,NA,"Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2591157,-33.8601575,NA,"Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2641157,-33.8601575,NA,"Sydney"
"1 Little Queens Ln, Vaucluse NSW 2030, Australia","483 George St, Sydney NSW 2000, Australia",8493,8.493,5.2775502,3131,52.1833333333333,0.869722222222222,151.2691157,-33.8601575,"(50,55]","Sydney"
"2 Nulla St, Vaucluse NSW 2030, Australia","483 George St, Sydney NSW 2000, Australia",8393,8.393,5.2154102,2913,48.55,0.809166666666667,151.2741157,-33.8601575,"(45,50]","Sydney"
"161 Hampden Rd, Wareemba NSW 2046, Australia","483 George St, Sydney NSW 2000, Australia",8560,8.56,5.319184,2085,34.75,0.579166666666667,151.1341157,-33.8551575,"(30,35]","Sydney"
"90 Hampden Rd, Russell Lea NSW 2046, Australia","483 George St, Sydney NSW 2000, Australia",7984,7.984,4.9612576,2314,38.5666666666667,0.642777777777778,151.1391157,-33.8551575,"(35,40]","Sydney"
"40 Byrne Ave, Drummoyne NSW 2047, Australia","483 George St, Sydney NSW 2000, Australia",8079,8.079,5.0202906,2178,36.3,0.605,151.1441157,-33.8551575,"(35,40]","Sydney"
"62 Bowman St, Drummoyne NSW 2047, Australia","483 George St, Sydney NSW 2000, Australia",7056,7.056,4.3845984,2045,34.0833333333333,0.568055555555556,151.1491157,-33.8551575,"(30,35]","Sydney"
"20-24 Tranmere St, Drummoyne NSW 2047, Australia","483 George St, Sydney NSW 2000, Australia",6948,6.948,4.3174872,2024,33.7333333333333,0.562222222222222,151.1541157,-33.8551575,"(30,35]","Sydney"
"42 Thornley St, Drummoyne NSW 2047, Australia","483 George St, Sydney NSW 2000, Australia",5887,5.887,3.6581818,1417,23.6166666666667,0.393611111111111,151.1591157,-33.8551575,"(20,25]","Sydney"
"1 Roseby St, Drummoyne NSW 2047, Australia","483 George St, Sydney NSW 2000, Australia",6027,6.027,3.7451778,1621,27.0166666666667,0.450277777777778,151.1641157,-33.8551575,"(25,30]","Sydney"
"105 Elliott St, Balmain NSW 2041, Australia","483 George St, Sydney NSW 2000, Australia",5475,5.475,3.402165,1861,31.0166666666667,0.516944444444444,151.1691157,-33.8551575,"(30,35]","Sydney"
"18 Hampton St, Balmain NSW 2041, Australia","483 George St, Sydney NSW 2000, Australia",6112,6.112,3.7979968,1863,31.05,0.5175,151.1741157,-33.8551575,"(30,35]","Sydney"
"44 Short St, Balmain NSW 2041, Australia","483 George St, Sydney NSW 2000, Australia",5923,5.923,3.6805522,1731,28.85,0.480833333333333,151.1791157,-33.8551575,"(25,30]","Sydney"
"93 Mort St, Balmain NSW 2041, Australia","483 George St, Sydney NSW 2000, Australia",6395,6.395,3.973853,1999,33.3166666666667,0.555277777777778,151.1841157,-33.8551575,"(30,35]","Sydney"
"1 Alexander St, Balmain NSW 2041, Australia","483 George St, Sydney NSW 2000, Australia",6886,6.886,4.2789604,1850,30.8333333333333,0.513888888888889,151.1891157,-33.8551575,"(30,35]","Sydney"
"11 Gallimore Ave, Balmain East NSW 2041, Australia","483 George St, Sydney NSW 2000, Australia",7526,7.526,4.6766564,1971,32.85,0.5475,151.1941157,-33.8551575,"(30,35]","Sydney"
"1-5 Towns Pl, Barangaroo NSW 2000, Australia","483 George St, Sydney NSW 2000, Australia",2498,2.498,1.5522572,919,15.3166666666667,0.255277777777778,151.1991157,-33.8551575,"(15,20]","Sydney"
"23A Hickson Rd, Millers Point NSW 2000, Australia","483 George St, Sydney NSW 2000, Australia",2437,2.437,1.5143518,872,14.5333333333333,0.242222222222222,151.2041157,-33.8551575,"(10,15]","Sydney"
"12A Hickson Rd, Dawes Point NSW 2000, Australia","483 George St, Sydney NSW 2000, Australia",2877,2.877,1.7877678,1034,17.2333333333333,0.287222222222222,151.2091157,-33.8551575,"(15,20]","Sydney"
"M1, Milsons Point NSW 2061, Australia","483 George St, Sydney NSW 2000, Australia",3606,3.606,2.2407684,709,11.8166666666667,0.196944444444444,151.2141157,-33.8551575,"(10,15]","Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2191157,-33.8551575,NA,"Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2241157,-33.8551575,NA,"Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2291157,-33.8551575,NA,"Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2341157,-33.8551575,NA,"Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2391157,-33.8551575,NA,"Sydney"
"Bradleys Head Walking Track, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",11234,11.234,6.9808076,3446,57.4333333333333,0.957222222222222,151.2441157,-33.8551575,"(55,60]","Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2491157,-33.8551575,NA,"Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2541157,-33.8551575,NA,"Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2591157,-33.8551575,NA,"Sydney"
"Hermitage Foreshore Walk, Vaucluse NSW 2030, Australia","483 George St, Sydney NSW 2000, Australia",8850,8.85,5.49939,2791,46.5166666666667,0.775277777777778,151.2641157,-33.8551575,"(45,50]","Sydney"
"42 Wentworth Rd, Vaucluse NSW 2030, Australia","483 George St, Sydney NSW 2000, Australia",8893,8.893,5.5261102,2729,45.4833333333333,0.758055555555556,151.2691157,-33.8551575,"(45,50]","Sydney"
"69A Wentworth Rd, Vaucluse NSW 2030, Australia","483 George St, Sydney NSW 2000, Australia",9500,9.5,5.9033,2536,42.2666666666667,0.704444444444444,151.2741157,-33.8551575,"(40,45]","Sydney"
"1 Searay Cl, Chiswick NSW 2046, Australia","483 George St, Sydney NSW 2000, Australia",10155,10.155,6.310317,2527,42.1166666666667,0.701944444444444,151.1341157,-33.8501575,"(40,45]","Sydney"
"7 Tutt Cres, Chiswick NSW 2046, Australia","483 George St, Sydney NSW 2000, Australia",8763,8.763,5.4453282,2519,41.9833333333333,0.699722222222222,151.1391157,-33.8501575,"(40,45]","Sydney"
"33 Hezlet St, Chiswick NSW 2046, Australia","483 George St, Sydney NSW 2000, Australia",10897,10.897,6.7713958,2568,42.8,0.713333333333333,151.1441157,-33.8501575,"(40,45]","Sydney"
"15C Bayswater St, Drummoyne NSW 2047, Australia","483 George St, Sydney NSW 2000, Australia",7378,7.378,4.5846892,2197,36.6166666666667,0.610277777777778,151.1491157,-33.8501575,"(35,40]","Sydney"
"224 Victoria Rd, Drummoyne NSW 2047, Australia","483 George St, Sydney NSW 2000, Australia",6355,6.355,3.948997,1544,25.7333333333333,0.428888888888889,151.1541157,-33.8501575,"(25,30]","Sydney"
"66 St Georges Cres, Drummoyne NSW 2047, Australia","483 George St, Sydney NSW 2000, Australia",6498,6.498,4.0378572,1756,29.2666666666667,0.487777777777778,151.1591157,-33.8501575,"(25,30]","Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.1641157,-33.8501575,NA,"Sydney"
"Unnamed Road, New South Wales, Australia","483 George St, Sydney NSW 2000, Australia",75999,75.999,47.2257786,8232,137.2,2.28666666666667,151.1691157,-33.8501575,NA,"Sydney"
"33.848806, 151, Australia","483 George St, Sydney NSW 2000, Australia",NA,NA,NA,NA,NA,NA,151.1741157,-33.8501575,NA,"Sydney"
"12A Louisa Rd, Birchgrove NSW 2041, Australia","483 George St, Sydney NSW 2000, Australia",6579,6.579,4.0881906,2075,34.5833333333333,0.576388888888889,151.1791157,-33.8501575,"(30,35]","Sydney"
"45 Wharf Rd, Birchgrove NSW 2041, Australia","483 George St, Sydney NSW 2000, Australia",6742,6.742,4.1894788,1808,30.1333333333333,0.502222222222222,151.1841157,-33.8501575,"(30,35]","Sydney"
"1 Wharf Rd, Birchgrove NSW 2041, Australia","483 George St, Sydney NSW 2000, Australia",7167,7.167,4.4535738,2111,35.1833333333333,0.586388888888889,151.1891157,-33.8501575,"(35,40]","Sydney"
"Unnamed Road, New South Wales, Australia","483 George St, Sydney NSW 2000, Australia",75999,75.999,47.2257786,8232,137.2,2.28666666666667,151.1941157,-33.8501575,NA,"Sydney"
"Unnamed Road, New South Wales, Australia","483 George St, Sydney NSW 2000, Australia",75999,75.999,47.2257786,8232,137.2,2.28666666666667,151.1991157,-33.8501575,NA,"Sydney"
"1007 Blues Point Rd, McMahons Point NSW 2060, Australia","483 George St, Sydney NSW 2000, Australia",5301,5.301,3.2940414,1475,24.5833333333333,0.409722222222222,151.2041157,-33.8501575,"(20,25]","Sydney"
"68 Alfred St S, Milsons Point NSW 2061, Australia","483 George St, Sydney NSW 2000, Australia",3675,3.675,2.283645,749,12.4833333333333,0.208055555555556,151.2091157,-33.8501575,"(10,15]","Sydney"
"Jeffrey St Wharf, New South Wales, Australia","483 George St, Sydney NSW 2000, Australia",3791,3.791,2.3557274,872,14.5333333333333,0.242222222222222,151.2141157,-33.8501575,"(10,15]","Sydney"
"1A Plunkett St, Kirribilli NSW 2061, Australia","483 George St, Sydney NSW 2000, Australia",4461,4.461,2.7720654,1414,23.5666666666667,0.392777777777778,151.2191157,-33.8501575,"(20,25]","Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2241157,-33.8501575,NA,"Sydney"
"Wharf Road, Cremorne Point NSW 2090, Australia","483 George St, Sydney NSW 2000, Australia",9656,9.656,6.0002384,2465,41.0833333333333,0.684722222222222,151.2291157,-33.8501575,"(40,45]","Sydney"
