"from","to","m","km","miles","seconds","minutes","hours","long","lat","minutes_discrete","city"
"Grasmere Reserve, Benelong Ln, Cremorne NSW 2090, Australia","483 George St, Sydney NSW 2000, Australia",10373,10.373,6.4457822,2584,43.0666666666667,0.717777777777778,151.2241157,-33.8251575,"(40,45]","Sydney"
"6 Levick St, Cremorne NSW 2090, Australia","483 George St, Sydney NSW 2000, Australia",7415,7.415,4.607681,2192,36.5333333333333,0.608888888888889,151.2291157,-33.8251575,"(35,40]","Sydney"
"417 Military Rd, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",7384,7.384,4.5884176,1854,30.9,0.515,151.2341157,-33.8251575,"(30,35]","Sydney"
"4-5 Gurrigal St, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",7945,7.945,4.937023,1928,32.1333333333333,0.535555555555556,151.2391157,-33.8251575,"(30,35]","Sydney"
"9 Mandolong Rd, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",8397,8.397,5.2178958,2177,36.2833333333333,0.604722222222222,151.2441157,-33.8251575,"(35,40]","Sydney"
"11 Lower Almora Street, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",9025,9.025,5.608135,2747,45.7833333333333,0.763055555555556,151.2491157,-33.8251575,"(45,50]","Sydney"
"2C The Esplanade, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",10175,10.175,6.322745,3003,50.05,0.834166666666667,151.2541157,-33.8251575,"(50,55]","Sydney"
"Unnamed Road, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",7977,7.977,4.9569078,1626,27.1,0.451666666666667,151.2591157,-33.8251575,"(25,30]","Sydney"
"Cobblers Beach Road, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",11501,11.501,7.1467214,2854,47.5666666666667,0.792777777777778,151.2641157,-33.8251575,"(45,50]","Sydney"
"Old Fort Road, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",11583,11.583,7.1976762,2838,47.3,0.788333333333333,151.2691157,-33.8251575,"(45,50]","Sydney"
"Balgowlah NSW 2093, Australia","483 George St, Sydney NSW 2000, Australia",12737,12.737,7.9147718,2703,45.05,0.750833333333333,151.2741157,-33.8251575,"(45,50]","Sydney"
"23 Short St, Gladesville NSW 2111, Australia","483 George St, Sydney NSW 2000, Australia",10781,10.781,6.6993134,3059,50.9833333333333,0.849722222222222,151.1341157,-33.8201575,"(50,55]","Sydney"
"65 Blaxland St, Hunters Hill NSW 2110, Australia","483 George St, Sydney NSW 2000, Australia",10639,10.639,6.6110746,3049,50.8166666666667,0.846944444444444,151.1391157,-33.8201575,"(50,55]","Sydney"
"58 Barons Cres, Hunters Hill NSW 2110, Australia","483 George St, Sydney NSW 2000, Australia",10664,10.664,6.6266096,3220,53.6666666666667,0.894444444444444,151.1441157,-33.8201575,"(50,55]","Sydney"
"307A Burns Bay Rd, Lane Cove West NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",10719,10.719,6.6607866,2809,46.8166666666667,0.780277777777778,151.1491157,-33.8201575,"(45,50]","Sydney"
"98 Bridge St, Lane Cove NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",13469,13.469,8.3696366,2788,46.4666666666667,0.774444444444444,151.1541157,-33.8201575,"(45,50]","Sydney"
"57 Sofala Ave, Riverview NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",13206,13.206,8.2062084,2814,46.9,0.781666666666667,151.1591157,-33.8201575,"(45,50]","Sydney"
"2 Hamilton St, Riverview NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",12803,12.803,7.9557842,2400,40,0.666666666666667,151.1641157,-33.8201575,"(35,40]","Sydney"
"56 Austin St, Lane Cove NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",11517,11.517,7.1566638,2184,36.4,0.606666666666667,151.1691157,-33.8201575,"(35,40]","Sydney"
"180 River Rd, Lane Cove NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",11954,11.954,7.4282156,2406,40.1,0.668333333333333,151.1741157,-33.8201575,"(40,45]","Sydney"
"3 Second Ave, Lane Cove NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",8910,8.91,5.536674,2388,39.8,0.663333333333333,151.1791157,-33.8201575,"(35,40]","Sydney"
"246 Pacific Hwy, Greenwich NSW 2065, Australia","483 George St, Sydney NSW 2000, Australia",9366,9.366,5.8200324,2674,44.5666666666667,0.742777777777778,151.1841157,-33.8201575,"(40,45]","Sydney"
"1 Westbourne St, St Leonards NSW 2065, Australia","483 George St, Sydney NSW 2000, Australia",8239,8.239,5.1197146,1641,27.35,0.455833333333333,151.1891157,-33.8201575,"(25,30]","Sydney"
"15 Herbert St, St Leonards NSW 2065, Australia","483 George St, Sydney NSW 2000, Australia",7842,7.842,4.8730188,1390,23.1666666666667,0.386111111111111,151.1941157,-33.8201575,"(20,25]","Sydney"
"14 Lawson Ln, Naremburn NSW 2065, Australia","483 George St, Sydney NSW 2000, Australia",8145,8.145,5.061303,1613,26.8833333333333,0.448055555555556,151.1991157,-33.8201575,"(25,30]","Sydney"
"1A Donnelly Rd, Naremburn NSW 2065, Australia","483 George St, Sydney NSW 2000, Australia",8622,8.622,5.3577108,1866,31.1,0.518333333333333,151.2041157,-33.8201575,"(30,35]","Sydney"
"44 Abbott St, Cammeray NSW 2062, Australia","483 George St, Sydney NSW 2000, Australia",8812,8.812,5.4757768,2046,34.1,0.568333333333333,151.2091157,-33.8201575,"(30,35]","Sydney"
"50 Cairo St, Cammeray NSW 2062, Australia","483 George St, Sydney NSW 2000, Australia",7138,7.138,4.4355532,2397,39.95,0.665833333333333,151.2141157,-33.8201575,"(35,40]","Sydney"
"1 Alan St, Cammeray NSW 2062, Australia","483 George St, Sydney NSW 2000, Australia",9347,9.347,5.8082258,2375,39.5833333333333,0.659722222222222,151.2191157,-33.8201575,"(35,40]","Sydney"
"3 Cammeray Road, Cammeray NSW 2062, Australia","483 George St, Sydney NSW 2000, Australia",9655,9.655,5.999617,2320,38.6666666666667,0.644444444444444,151.2241157,-33.8201575,"(35,40]","Sydney"
"8 Ryries Parade, Cremorne NSW 2090, Australia","483 George St, Sydney NSW 2000, Australia",8436,8.436,5.2421304,2314,38.5666666666667,0.642777777777778,151.2291157,-33.8201575,"(35,40]","Sydney"
"11 Bray St, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",8168,8.168,5.0755952,2052,34.2,0.57,151.2341157,-33.8201575,"(30,35]","Sydney"
"150 Cowles Rd, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",8297,8.297,5.1557558,2348,39.1333333333333,0.652222222222222,151.2391157,-33.8201575,"(35,40]","Sydney"
"91 Spit Rd, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",8678,8.678,5.3925092,2113,35.2166666666667,0.586944444444444,151.2441157,-33.8201575,"(35,40]","Sydney"
"14 Edwards Bay Rd, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",9187,9.187,5.7088018,2326,38.7666666666667,0.646111111111111,151.2491157,-33.8201575,"(35,40]","Sydney"
"22D Burran Ave, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",11121,11.121,6.9105894,2774,46.2333333333333,0.770555555555556,151.2541157,-33.8201575,"(45,50]","Sydney"
"Lighthouse Track, North Harbour NSW 2093, Australia","483 George St, Sydney NSW 2000, Australia",15729,15.729,9.7740006,3796,63.2666666666667,1.05444444444444,151.2591157,-33.8201575,"(60,65]","Sydney"
"Lighthouse Track, North Harbour NSW 2093, Australia","483 George St, Sydney NSW 2000, Australia",15729,15.729,9.7740006,3796,63.2666666666667,1.05444444444444,151.2641157,-33.8201575,"(60,65]","Sydney"
"Govenors Rd, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",11532,11.532,7.1659848,2792,46.5333333333333,0.775555555555556,151.2691157,-33.8201575,"(45,50]","Sydney"
"Balgowlah NSW 2093, Australia","483 George St, Sydney NSW 2000, Australia",12737,12.737,7.9147718,2719,45.3166666666667,0.755277777777778,151.2741157,-33.8201575,"(45,50]","Sydney"
"27A Kennedy St, Gladesville NSW 2111, Australia","483 George St, Sydney NSW 2000, Australia",11478,11.478,7.1324292,2759,45.9833333333333,0.766388888888889,151.1341157,-33.8151575,"(45,50]","Sydney"
"22 McCallum Ave, East Ryde NSW 2113, Australia","483 George St, Sydney NSW 2000, Australia",11930,11.93,7.413302,3253,54.2166666666667,0.903611111111111,151.1391157,-33.8151575,"(50,55]","Sydney"
"112 Penrose St, Lane Cove West NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",13264,13.264,8.2422496,2710,45.1666666666667,0.752777777777778,151.1441157,-33.8151575,"(45,50]","Sydney"
"14 Wood St, Lane Cove West NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",12750,12.75,7.92285,2364,39.4,0.656666666666667,151.1491157,-33.8151575,"(35,40]","Sydney"
"2B Best St, Lane Cove NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",12433,12.433,7.7258662,2520,42,0.7,151.1541157,-33.8151575,"(40,45]","Sydney"
"15 Matthews Ave, Lane Cove NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",12246,12.246,7.6096644,2430,40.5,0.675,151.1591157,-33.8151575,"(40,45]","Sydney"
"1B Bridge St, Lane Cove NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",11361,11.361,7.0597254,2298,38.3,0.638333333333333,151.1641157,-33.8151575,"(35,40]","Sydney"
"24-28 Burns Bay Rd, Lane Cove NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",11409,11.409,7.0895526,1376,22.9333333333333,0.382222222222222,151.1691157,-33.8151575,"(20,25]","Sydney"
"37A Kimberley Ave, Lane Cove NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",11038,11.038,6.8590132,2473,41.2166666666667,0.686944444444444,151.1741157,-33.8151575,"(40,45]","Sydney"
"16 Marden St, Artarmon NSW 2064, Australia","483 George St, Sydney NSW 2000, Australia",10669,10.669,6.6297166,3040,50.6666666666667,0.844444444444444,151.1791157,-33.8151575,"(50,55]","Sydney"
"22 Whiting St, Artarmon NSW 2064, Australia","483 George St, Sydney NSW 2000, Australia",10260,10.26,6.375564,2152,35.8666666666667,0.597777777777778,151.1841157,-33.8151575,"(35,40]","Sydney"
"15 Waltham St, Artarmon NSW 2064, Australia","483 George St, Sydney NSW 2000, Australia",8587,8.587,5.3359618,1947,32.45,0.540833333333333,151.1891157,-33.8151575,"(30,35]","Sydney"
"73 Park Rd, Naremburn NSW 2065, Australia","483 George St, Sydney NSW 2000, Australia",8390,8.39,5.213546,1812,30.2,0.503333333333333,151.1941157,-33.8151575,"(30,35]","Sydney"
"124 Northcote St, Naremburn NSW 2065, Australia","483 George St, Sydney NSW 2000, Australia",8452,8.452,5.2520728,1900,31.6666666666667,0.527777777777778,151.1991157,-33.8151575,"(30,35]","Sydney"
"35 Market St, Naremburn NSW 2065, Australia","483 George St, Sydney NSW 2000, Australia",8224,8.224,5.1103936,1548,25.8,0.43,151.2041157,-33.8151575,"(25,30]","Sydney"
"100 Cliff Ave, Northbridge NSW 2063, Australia","483 George St, Sydney NSW 2000, Australia",9529,9.529,5.9213206,2243,37.3833333333333,0.623055555555556,151.2091157,-33.8151575,"(35,40]","Sydney"
"42 Lower Cliff Ave, Northbridge NSW 2063, Australia","483 George St, Sydney NSW 2000, Australia",7434,7.434,4.6194876,2362,39.3666666666667,0.656111111111111,151.2141157,-33.8151575,"(35,40]","Sydney"
"2 Ulric Ln, Northbridge NSW 2063, Australia","483 George St, Sydney NSW 2000, Australia",9776,9.776,6.0748064,2486,41.4333333333333,0.690555555555556,151.2191157,-33.8151575,"(40,45]","Sydney"
"3A Dorset Rd, Northbridge NSW 2063, Australia","483 George St, Sydney NSW 2000, Australia",10130,10.13,6.294782,3165,52.75,0.879166666666667,151.2241157,-33.8151575,"(50,55]","Sydney"
"27A Dorset Rd, Northbridge NSW 2063, Australia","483 George St, Sydney NSW 2000, Australia",9942,9.942,6.1779588,3050,50.8333333333333,0.847222222222222,151.2291157,-33.8151575,"(50,55]","Sydney"
"30 Julian St, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",8569,8.569,5.3247766,2298,38.3,0.638333333333333,151.2341157,-33.8151575,"(35,40]","Sydney"
"16 Bay St, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",9636,9.636,5.9878104,2485,41.4166666666667,0.690277777777778,151.2391157,-33.8151575,"(40,45]","Sydney"
"20 Parriwi Rd, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",9298,9.298,5.7777772,2403,40.05,0.6675,151.2441157,-33.8151575,"(40,45]","Sydney"
"Cobblers Bay, NSW, Australia","483 George St, Sydney NSW 2000, Australia",9795,9.795,6.086613,2506,41.7666666666667,0.696111111111111,151.2491157,-33.8151575,"(40,45]","Sydney"
"6 Hopetoun Ave, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",9973,9.973,6.1972222,2680,44.6666666666667,0.744444444444444,151.2541157,-33.8151575,"(40,45]","Sydney"
"1 Barrabooka St, Clontarf NSW 2093, Australia","483 George St, Sydney NSW 2000, Australia",15411,15.411,9.5763954,3510,58.5,0.975,151.2591157,-33.8151575,"(55,60]","Sydney"
"Washaway Beach Track, Clontarf NSW 2093, Australia","483 George St, Sydney NSW 2000, Australia",15655,15.655,9.728017,3762,62.7,1.045,151.2641157,-33.8151575,"(60,65]","Sydney"
"Grotto Point Track, Clontarf NSW 2093, Australia","483 George St, Sydney NSW 2000, Australia",15576,15.576,9.6789264,3601,60.0166666666667,1.00027777777778,151.2691157,-33.8151575,"(60,65]","Sydney"
"Balgowlah NSW 2093, Australia","483 George St, Sydney NSW 2000, Australia",12737,12.737,7.9147718,2734,45.5666666666667,0.759444444444444,151.2741157,-33.8151575,"(45,50]","Sydney"
"61 Elliott Ave, East Ryde NSW 2113, Australia","483 George St, Sydney NSW 2000, Australia",14349,14.349,8.9164686,2831,47.1833333333333,0.786388888888889,151.1341157,-33.8101575,"(45,50]","Sydney"
"316 Pittwater Rd, East Ryde NSW 2113, Australia","483 George St, Sydney NSW 2000, Australia",15062,15.062,9.3595268,3376,56.2666666666667,0.937777777777778,151.1391157,-33.8101575,"(55,60]","Sydney"
"91 Mars Rd, Lane Cove West NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",13511,13.511,8.3957354,2447,40.7833333333333,0.679722222222222,151.1441157,-33.8101575,"(40,45]","Sydney"
"29 Chaplin Dr, Lane Cove West NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",13652,13.652,8.4833528,2417,40.2833333333333,0.671388888888889,151.1491157,-33.8101575,"(40,45]","Sydney"
"15 Henley St, Lane Cove West NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",14317,14.317,8.8965838,2743,45.7166666666667,0.761944444444444,151.1541157,-33.8101575,"(45,50]","Sydney"
"106 Epping Rd, Lane Cove West NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",11660,11.66,7.245524,2150,35.8333333333333,0.597222222222222,151.1591157,-33.8101575,"(35,40]","Sydney"
"41 Centennial Ave, Lane Cove North NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",11298,11.298,7.0205772,2071,34.5166666666667,0.575277777777778,151.1641157,-33.8101575,"(30,35]","Sydney"
"21 Parklands Ave, Lane Cove North NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",11393,11.393,7.0796102,1352,22.5333333333333,0.375555555555556,151.1691157,-33.8101575,"(20,25]","Sydney"
"87-89 Helen St, Lane Cove North NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",11640,11.64,7.233096,1505,25.0833333333333,0.418055555555556,151.1741157,-33.8101575,"(25,30]","Sydney"
"24A Kitchener Rd, Artarmon NSW 2064, Australia","483 George St, Sydney NSW 2000, Australia",9928,9.928,6.1692592,1718,28.6333333333333,0.477222222222222,151.1791157,-33.8101575,"(25,30]","Sydney"
"3 Jersey Rd, Artarmon NSW 2064, Australia","483 George St, Sydney NSW 2000, Australia",9586,9.586,5.9567404,1491,24.85,0.414166666666667,151.1841157,-33.8101575,"(20,25]","Sydney"
"36 Burra Rd, Artarmon NSW 2064, Australia","483 George St, Sydney NSW 2000, Australia",9755,9.755,6.061757,1625,27.0833333333333,0.451388888888889,151.1891157,-33.8101575,"(25,30]","Sydney"
"46 Artarmon Rd, Artarmon NSW 2064, Australia","483 George St, Sydney NSW 2000, Australia",8520,8.52,5.294328,1642,27.3666666666667,0.456111111111111,151.1941157,-33.8101575,"(25,30]","Sydney"
"4 Armstrong St, Willoughby NSW 2068, Australia","483 George St, Sydney NSW 2000, Australia",8148,8.148,5.0631672,1310,21.8333333333333,0.363888888888889,151.1991157,-33.8101575,"(20,25]","Sydney"
"12 Sailors Bay Rd, Willoughby NSW 2068, Australia","483 George St, Sydney NSW 2000, Australia",8613,8.613,5.3521182,1699,28.3166666666667,0.471944444444444,151.2041157,-33.8101575,"(25,30]","Sydney"
"113 Sailors Bay Rd, Northbridge NSW 2063, Australia","483 George St, Sydney NSW 2000, Australia",10329,10.329,6.4184406,2290,38.1666666666667,0.636111111111111,151.2091157,-33.8101575,"(35,40]","Sydney"
"14 Bligh St, Northbridge NSW 2063, Australia","483 George St, Sydney NSW 2000, Australia",8201,8.201,5.0961014,2611,43.5166666666667,0.725277777777778,151.2141157,-33.8101575,"(40,45]","Sydney"
"46 Narani Cres, Northbridge NSW 2063, Australia","483 George St, Sydney NSW 2000, Australia",8766,8.766,5.4471924,2363,39.3833333333333,0.656388888888889,151.2191157,-33.8101575,"(35,40]","Sydney"
"3 Weetawaa Rd, Northbridge NSW 2063, Australia","483 George St, Sydney NSW 2000, Australia",9155,9.155,5.688917,2363,39.3833333333333,0.656388888888889,151.2241157,-33.8101575,"(35,40]","Sydney"
"32 Coolawin Rd, Northbridge NSW 2063, Australia","483 George St, Sydney NSW 2000, Australia",9729,9.729,6.0456006,2701,45.0166666666667,0.750277777777778,151.2291157,-33.8101575,"(45,50]","Sydney"
"70 Bay St, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",10600,10.6,6.58684,2594,43.2333333333333,0.720555555555556,151.2341157,-33.8101575,"(40,45]","Sydney"
"8 Euryalus St, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",10225,10.225,6.353815,2236,37.2666666666667,0.621111111111111,151.2391157,-33.8101575,"(35,40]","Sydney"
"1 Pearl Bay Ave, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",10143,10.143,6.3028602,2683,44.7166666666667,0.745277777777778,151.2441157,-33.8101575,"(40,45]","Sydney"
"90 Parriwi Rd, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",11051,11.051,6.8670914,2708,45.1333333333333,0.752222222222222,151.2491157,-33.8101575,"(45,50]","Sydney"
"9B Amiens Rd, Clontarf NSW 2093, Australia","483 George St, Sydney NSW 2000, Australia",14611,14.611,9.0792754,3117,51.95,0.865833333333333,151.2541157,-33.8101575,"(50,55]","Sydney"
"49-51 Cutler Rd, Clontarf NSW 2093, Australia","483 George St, Sydney NSW 2000, Australia",14872,14.872,9.2414608,3059,50.9833333333333,0.849722222222222,151.2591157,-33.8101575,"(50,55]","Sydney"
"30 Tabalum Rd, Balgowlah Heights NSW 2093, Australia","483 George St, Sydney NSW 2000, Australia",15424,15.424,9.5844736,3473,57.8833333333333,0.964722222222222,151.2641157,-33.8101575,"(55,60]","Sydney"
"Crater Cove Walking Track, Balgowlah Heights NSW 2093, Australia","483 George St, Sydney NSW 2000, Australia",17237,17.237,10.7110718,4259,70.9833333333333,1.18305555555556,151.2691157,-33.8101575,"(70,75]","Sydney"
"Reef Beach Track, Balgowlah Heights NSW 2093, Australia","483 George St, Sydney NSW 2000, Australia",17438,17.438,10.8359732,4122,68.7,1.145,151.2741157,-33.8101575,"(65,70]","Sydney"
"5 Shaw St, East Ryde NSW 2113, Australia","483 George St, Sydney NSW 2000, Australia",15689,15.689,9.7491446,2484,41.4,0.69,151.1341157,-33.8051575,"(40,45]","Sydney"
"263 Pittwater Rd, North Ryde NSW 2113, Australia","483 George St, Sydney NSW 2000, Australia",15348,15.348,9.5372472,2601,43.35,0.7225,151.1391157,-33.8051575,"(40,45]","Sydney"
"The Pumphouse Lane cove bushwalk, 166 Epping Rd, Lane Cove West NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",13776,13.776,8.5604064,2243,37.3833333333333,0.623055555555556,151.1441157,-33.8051575,"(35,40]","Sydney"
"57 Epping Rd, Lane Cove North NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",12645,12.645,7.857603,2199,36.65,0.610833333333333,151.1491157,-33.8051575,"(35,40]","Sydney"
"57 Mindarie St, Lane Cove North NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",12633,12.633,7.8501462,2386,39.7666666666667,0.662777777777778,151.1541157,-33.8051575,"(35,40]","Sydney"
"596 Mowbray Rd W, Lane Cove North NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",12362,12.362,7.6817468,2709,45.15,0.7525,151.1591157,-33.8051575,"(45,50]","Sydney"
"559 Mowbray Rd W, Lane Cove North NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",11990,11.99,7.450586,2618,43.6333333333333,0.727222222222222,151.1641157,-33.8051575,"(40,45]","Sydney"
"13 Coolaroo Rd, Lane Cove North NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",12109,12.109,7.5245326,2589,43.15,0.719166666666667,151.1691157,-33.8051575,"(40,45]","Sydney"
"33-41 Sharland Ave, Chatswood NSW 2067, Australia","483 George St, Sydney NSW 2000, Australia",13212,13.212,8.2099368,2522,42.0333333333333,0.700555555555556,151.1741157,-33.8051575,"(40,45]","Sydney"
"522 Pacific Hwy, Chatswood NSW 2066, Australia","483 George St, Sydney NSW 2000, Australia",10068,10.068,6.2562552,1839,30.65,0.510833333333333,151.1791157,-33.8051575,"(30,35]","Sydney"
"4 Coree Rd, Artarmon NSW 2064, Australia","483 George St, Sydney NSW 2000, Australia",9805,9.805,6.092827,1625,27.0833333333333,0.451388888888889,151.1841157,-33.8051575,"(25,30]","Sydney"
"25 Weedon Rd, Artarmon NSW 2064, Australia","483 George St, Sydney NSW 2000, Australia",10024,10.024,6.2289136,1822,30.3666666666667,0.506111111111111,151.1891157,-33.8051575,"(30,35]","Sydney"
"16 Nardoo Rd, Willoughby NSW 2068, Australia","483 George St, Sydney NSW 2000, Australia",9158,9.158,5.6907812,2248,37.4666666666667,0.624444444444444,151.1941157,-33.8051575,"(35,40]","Sydney"
"634 Willoughby Rd, Willoughby NSW 2068, Australia","483 George St, Sydney NSW 2000, Australia",8670,8.67,5.387538,1481,24.6833333333333,0.411388888888889,151.1991157,-33.8051575,"(20,25]","Sydney"
"72 High St, Willoughby NSW 2068, Australia","483 George St, Sydney NSW 2000, Australia",9342,9.342,5.8051188,2386,39.7666666666667,0.662777777777778,151.2041157,-33.8051575,"(35,40]","Sydney"
"68 Eastern Valley Way, Castlecrag NSW 2068, Australia","483 George St, Sydney NSW 2000, Australia",10565,10.565,6.565091,2367,39.45,0.6575,151.2091157,-33.8051575,"(35,40]","Sydney"
"32 The Rampart, Castlecrag NSW 2068, Australia","483 George St, Sydney NSW 2000, Australia",11467,11.467,7.1255938,2602,43.3666666666667,0.722777777777778,151.2141157,-33.8051575,"(40,45]","Sydney"
"10 The Barbette, Castlecrag NSW 2068, Australia","483 George St, Sydney NSW 2000, Australia",11327,11.327,7.0385978,3007,50.1166666666667,0.835277777777778,151.2191157,-33.8051575,"(50,55]","Sydney"
"49 Minimbah Rd, Northbridge NSW 2063, Australia","483 George St, Sydney NSW 2000, Australia",10398,10.398,6.4613172,2999,49.9833333333333,0.833055555555556,151.2241157,-33.8051575,"(45,50]","Sydney"
"Clive Park, Sailors Bay Rd, Northbridge NSW 2063, Australia","483 George St, Sydney NSW 2000, Australia",9925,9.925,6.167395,2610,43.5,0.725,151.2291157,-33.8051575,"(40,45]","Sydney"
"101A Seaforth Cres, Seaforth NSW 2092, Australia","483 George St, Sydney NSW 2000, Australia",13640,13.64,8.475896,3669,61.15,1.01916666666667,151.2341157,-33.8051575,"(60,65]","Sydney"
"67 Seaforth Cres, Seaforth NSW 2092, Australia","483 George St, Sydney NSW 2000, Australia",13731,13.731,8.5324434,3155,52.5833333333333,0.876388888888889,151.2391157,-33.8051575,"(50,55]","Sydney"
"Figtree Ln, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",10963,10.963,6.8124082,2624,43.7333333333333,0.728888888888889,151.2441157,-33.8051575,"(40,45]","Sydney"
"237 Spit Rd, Mosman NSW 2088, Australia","483 George St, Sydney NSW 2000, Australia",10815,10.815,6.720441,2344,39.0666666666667,0.651111111111111,151.2491157,-33.8051575,"(35,40]","Sydney"
"12 Peronne Ave, Clontarf NSW 2093, Australia","483 George St, Sydney NSW 2000, Australia",12468,12.468,7.7476152,2519,41.9833333333333,0.699722222222222,151.2541157,-33.8051575,"(40,45]","Sydney"
"25 Radio Ave, Balgowlah Heights NSW 2093, Australia","483 George St, Sydney NSW 2000, Australia",13937,13.937,8.6604518,3301,55.0166666666667,0.916944444444444,151.2591157,-33.8051575,"(55,60]","Sydney"
"10 Ernest St, Balgowlah Heights NSW 2093, Australia","483 George St, Sydney NSW 2000, Australia",18038,18.038,11.2088132,2971,49.5166666666667,0.825277777777778,151.2641157,-33.8051575,"(45,50]","Sydney"
"15 Beatty St, Balgowlah Heights NSW 2093, Australia","483 George St, Sydney NSW 2000, Australia",18167,18.167,11.2889738,3126,52.1,0.868333333333333,151.2691157,-33.8051575,"(50,55]","Sydney"
"North Harbour, Australia","483 George St, Sydney NSW 2000, Australia",NA,NA,NA,NA,NA,NA,151.2741157,-33.8051575,NA,"Sydney"
